# Solver information
# Time        	U_solver      	Ux_initial    	Ux_final      	Ux_iters      	Uy_initial    	Uy_final      	Uy_iters      	U_converged   	k_solver      	k_initial     	k_final       	k_iters       	k_converged   	p_solver      	p_initial     	p_final       	p_iters       	p_converged   	epsilon_solver	epsilon_initial	epsilon_final 	epsilon_iters 	epsilon_converged
769           	DILUPBiCGStab	9.427620e-06	6.435360e-13	3	5.120190e-05	4.357310e-12	3	false	DILUPBiCGStab	1.150150e-04	2.337040e-12	3	true	GAMG	9.693070e-05	1.883150e-07	2	true	DILUPBiCGStab	2.553100e-04	3.832870e-11	3	true
770           	DILUPBiCGStab	9.209810e-06	1.716180e-12	3	4.937670e-05	4.299740e-12	3	false	DILUPBiCGStab	1.116460e-04	2.367000e-12	3	true	GAMG	8.712840e-05	1.570420e-07	2	true	DILUPBiCGStab	2.251050e-04	9.256330e-12	3	true
771           	DILUPBiCGStab	7.968440e-06	6.823250e-12	3	4.752200e-05	4.442180e-12	3	false	DILUPBiCGStab	1.221690e-04	2.252840e-12	3	true	GAMG	8.384250e-05	2.392450e-07	2	true	DILUPBiCGStab	2.310550e-04	3.283100e-11	3	true
772           	DILUPBiCGStab	8.169390e-06	8.571220e-13	3	4.769060e-05	4.300730e-12	3	false	DILUPBiCGStab	1.180760e-04	2.333200e-12	3	true	GAMG	9.086120e-05	1.781100e-07	2	true	DILUPBiCGStab	2.407590e-04	9.167970e-12	3	true
773           	DILUPBiCGStab	9.542750e-06	4.687520e-13	3	5.275020e-05	4.530040e-12	3	false	DILUPBiCGStab	1.205300e-04	2.279540e-12	3	true	GAMG	9.947760e-05	2.238110e-07	2	true	DILUPBiCGStab	2.557690e-04	3.753680e-11	3	true
774           	DILUPBiCGStab	9.524080e-06	2.082670e-12	3	5.036340e-05	4.496280e-12	3	false	DILUPBiCGStab	1.105550e-04	2.309330e-12	3	true	GAMG	9.375030e-05	2.814640e-07	2	true	DILUPBiCGStab	2.276830e-04	9.234710e-12	3	true
775           	DILUPBiCGStab	8.052810e-06	5.594840e-13	3	4.806970e-05	4.373940e-12	3	false	DILUPBiCGStab	1.149790e-04	2.344540e-12	3	true	GAMG	8.599700e-05	2.495450e-07	2	true	DILUPBiCGStab	2.340010e-04	3.144360e-11	3	true
776           	DILUPBiCGStab	8.088000e-06	4.485270e-13	3	4.813630e-05	4.494230e-12	3	false	DILUPBiCGStab	1.121680e-04	2.218480e-12	3	true	GAMG	8.649290e-05	1.930390e-07	2	true	DILUPBiCGStab	2.402210e-04	9.162710e-12	3	true
777           	DILUPBiCGStab	9.541070e-06	5.206200e-13	3	5.325260e-05	4.885720e-12	3	false	DILUPBiCGStab	1.255000e-04	2.295160e-12	3	true	GAMG	9.508020e-05	2.051200e-07	2	true	DILUPBiCGStab	2.541710e-04	3.799770e-11	3	true
778           	DILUPBiCGStab	9.321460e-06	5.846230e-13	3	4.932970e-05	4.754310e-12	3	false	DILUPBiCGStab	1.224950e-04	2.134750e-12	3	true	GAMG	8.596640e-05	2.033640e-07	2	true	DILUPBiCGStab	2.252840e-04	9.232870e-12	3	true
779           	DILUPBiCGStab	8.142180e-06	1.226900e-12	3	4.863750e-05	4.821480e-12	3	false	DILUPBiCGStab	1.215950e-04	2.363910e-12	3	true	GAMG	8.421680e-05	2.028130e-07	2	true	DILUPBiCGStab	2.322930e-04	3.106120e-11	3	true
780           	DILUPBiCGStab	8.408650e-06	1.136580e-12	3	4.861600e-05	5.087050e-12	3	false	DILUPBiCGStab	1.092880e-04	2.163930e-12	3	true	GAMG	9.090930e-05	1.860650e-07	2	true	DILUPBiCGStab	2.405530e-04	9.155610e-12	3	true
781           	DILUPBiCGStab	9.284370e-06	6.463010e-13	3	5.258860e-05	5.247450e-12	3	false	DILUPBiCGStab	1.134160e-04	2.440530e-12	3	true	GAMG	9.639120e-05	2.099900e-07	2	true	DILUPBiCGStab	2.526160e-04	3.633700e-11	3	true
782           	DILUPBiCGStab	8.966930e-06	4.915430e-13	3	4.981080e-05	5.021760e-12	3	false	DILUPBiCGStab	1.108500e-04	2.119180e-12	3	true	GAMG	8.376960e-05	1.833650e-07	2	true	DILUPBiCGStab	2.272480e-04	9.237970e-12	3	true
783           	DILUPBiCGStab	8.107200e-06	6.043360e-13	3	4.711760e-05	5.201050e-12	3	false	DILUPBiCGStab	1.224800e-04	2.413460e-12	3	true	GAMG	7.803410e-05	1.799700e-07	2	true	DILUPBiCGStab	2.346810e-04	3.307540e-11	3	true
784           	DILUPBiCGStab	8.294150e-06	1.026590e-12	3	4.720310e-05	5.170550e-12	3	false	DILUPBiCGStab	1.209200e-04	2.127590e-12	3	true	GAMG	9.246850e-05	1.602780e-07	2	true	DILUPBiCGStab	2.412130e-04	9.156090e-12	3	true
785           	DILUPBiCGStab	9.647890e-06	1.162460e-12	3	5.273310e-05	5.337120e-12	3	false	DILUPBiCGStab	1.229550e-04	2.471840e-12	3	true	GAMG	1.016930e-04	1.945620e-07	2	true	DILUPBiCGStab	2.567190e-04	3.785900e-11	3	true
786           	DILUPBiCGStab	9.516910e-06	6.253240e-13	3	4.894500e-05	5.204040e-12	3	false	DILUPBiCGStab	1.093770e-04	2.198210e-12	3	true	GAMG	8.036270e-05	1.963820e-07	2	true	DILUPBiCGStab	2.269200e-04	9.229270e-12	3	true
787           	DILUPBiCGStab	7.810020e-06	4.697860e-13	3	4.647600e-05	5.242280e-12	3	false	DILUPBiCGStab	1.113750e-04	2.529490e-12	3	true	GAMG	7.718970e-05	2.254160e-07	2	true	DILUPBiCGStab	2.317880e-04	3.158050e-11	3	true
788           	DILUPBiCGStab	7.904270e-06	1.658270e-12	3	4.844270e-05	5.026550e-12	3	false	DILUPBiCGStab	1.090960e-04	2.172690e-12	3	true	GAMG	9.471400e-05	1.561480e-07	2	true	DILUPBiCGStab	2.388630e-04	9.166910e-12	3	true
789           	DILUPBiCGStab	9.285180e-06	1.543940e-12	3	5.283740e-05	5.152390e-12	3	false	DILUPBiCGStab	1.233510e-04	2.507020e-12	3	true	GAMG	9.947740e-05	1.971610e-07	2	true	DILUPBiCGStab	2.519510e-04	3.777860e-11	3	true
790           	DILUPBiCGStab	9.081100e-06	5.019690e-13	3	4.867540e-05	5.095090e-12	3	false	DILUPBiCGStab	1.215740e-04	2.193520e-12	3	true	GAMG	8.372200e-05	2.297440e-07	2	true	DILUPBiCGStab	2.270880e-04	9.210730e-12	3	true
791           	DILUPBiCGStab	8.096300e-06	5.278130e-13	3	4.699860e-05	4.869440e-12	3	false	DILUPBiCGStab	1.226830e-04	2.578790e-12	3	true	GAMG	8.164240e-05	1.689810e-07	2	true	DILUPBiCGStab	2.358660e-04	3.140830e-11	3	true
792           	DILUPBiCGStab	8.503720e-06	3.247180e-12	3	4.847390e-05	5.117900e-12	3	false	DILUPBiCGStab	1.120600e-04	2.274410e-12	3	true	GAMG	8.913670e-05	1.948790e-07	2	true	DILUPBiCGStab	2.424890e-04	9.101600e-12	3	true
793           	DILUPBiCGStab	9.529860e-06	1.125250e-12	3	5.281360e-05	5.178340e-12	3	false	DILUPBiCGStab	1.173740e-04	2.623530e-12	3	true	GAMG	9.993170e-05	2.601040e-07	2	true	DILUPBiCGStab	2.573680e-04	3.638360e-11	3	true
794           	DILUPBiCGStab	9.157830e-06	9.426800e-13	3	4.966570e-05	5.059390e-12	3	false	DILUPBiCGStab	1.111840e-04	2.250060e-12	3	true	GAMG	8.727590e-05	1.771680e-07	2	true	DILUPBiCGStab	2.241700e-04	9.195760e-12	3	true
795           	DILUPBiCGStab	7.861360e-06	1.198680e-12	3	4.826430e-05	5.111840e-12	3	false	DILUPBiCGStab	1.208750e-04	2.566380e-12	3	true	GAMG	8.308820e-05	1.860430e-07	2	true	DILUPBiCGStab	2.275050e-04	3.031220e-11	3	true
796           	DILUPBiCGStab	7.920570e-06	9.738620e-13	3	4.709810e-05	5.311690e-12	3	false	DILUPBiCGStab	1.191370e-04	2.264840e-12	3	true	GAMG	9.324340e-05	1.767320e-07	2	true	DILUPBiCGStab	2.367250e-04	9.119350e-12	3	true
797           	DILUPBiCGStab	9.182620e-06	1.348530e-12	3	5.189550e-05	4.989170e-12	3	false	DILUPBiCGStab	1.215250e-04	2.544580e-12	3	true	GAMG	9.595250e-05	1.728210e-07	2	true	DILUPBiCGStab	2.498250e-04	3.474190e-11	3	true
798           	DILUPBiCGStab	9.102470e-06	6.345790e-13	3	4.821840e-05	4.957750e-12	3	false	DILUPBiCGStab	1.107830e-04	2.342380e-12	3	true	GAMG	8.244650e-05	2.391050e-07	2	true	DILUPBiCGStab	2.315030e-04	9.156790e-12	3	true
799           	DILUPBiCGStab	8.254980e-06	9.848150e-13	3	4.576490e-05	4.934370e-12	3	false	DILUPBiCGStab	1.150710e-04	2.552790e-12	3	true	GAMG	7.869950e-05	1.704600e-07	2	true	DILUPBiCGStab	2.389820e-04	3.265250e-11	3	true
800           	DILUPBiCGStab	8.280150e-06	9.757230e-13	3	4.738440e-05	4.987950e-12	3	false	DILUPBiCGStab	1.130310e-04	2.363200e-12	3	true	GAMG	8.782280e-05	1.479400e-07	2	true	DILUPBiCGStab	2.373100e-04	9.153870e-12	3	true
801           	DILUPBiCGStab	9.119140e-06	1.176250e-12	3	5.024040e-05	4.890800e-12	3	false	DILUPBiCGStab	1.240470e-04	2.433220e-12	3	true	GAMG	9.395510e-05	2.186840e-07	2	true	DILUPBiCGStab	2.487540e-04	3.700900e-11	3	true
802           	DILUPBiCGStab	8.969650e-06	8.944540e-13	3	4.750290e-05	4.874380e-12	3	false	DILUPBiCGStab	1.188510e-04	2.430380e-12	3	true	GAMG	8.558940e-05	1.820720e-07	2	true	DILUPBiCGStab	2.284410e-04	9.241850e-12	3	true
803           	DILUPBiCGStab	8.174890e-06	8.533530e-13	3	4.604050e-05	4.697370e-12	3	false	DILUPBiCGStab	1.174770e-04	2.442880e-12	3	true	GAMG	7.763240e-05	1.643510e-07	2	true	DILUPBiCGStab	2.374810e-04	3.423830e-11	3	true
804           	DILUPBiCGStab	8.360940e-06	2.198830e-12	3	4.647570e-05	4.686800e-12	3	false	DILUPBiCGStab	1.060140e-04	2.560740e-12	3	true	GAMG	8.688370e-05	1.870980e-07	2	true	DILUPBiCGStab	2.408420e-04	9.195220e-12	3	true
805           	DILUPBiCGStab	9.118420e-06	1.533220e-12	3	4.979640e-05	4.729130e-12	3	false	DILUPBiCGStab	1.117950e-04	2.435110e-12	3	true	GAMG	9.766220e-05	1.960240e-07	2	true	DILUPBiCGStab	2.533160e-04	3.893290e-11	3	true
806           	DILUPBiCGStab	8.901800e-06	7.981840e-13	3	4.814310e-05	4.374380e-12	3	false	DILUPBiCGStab	1.122530e-04	2.537060e-12	3	true	GAMG	8.272990e-05	1.405070e-07	2	true	DILUPBiCGStab	2.251660e-04	9.303540e-12	3	true
807           	DILUPBiCGStab	7.881650e-06	5.685180e-13	3	4.611560e-05	4.300340e-12	3	false	DILUPBiCGStab	1.254470e-04	2.364320e-12	3	true	GAMG	7.593140e-05	2.033370e-07	2	true	DILUPBiCGStab	2.326260e-04	3.422350e-11	3	true
808           	DILUPBiCGStab	8.175970e-06	5.155340e-12	3	4.749010e-05	4.182990e-12	3	false	DILUPBiCGStab	1.222900e-04	2.536430e-12	3	true	GAMG	9.706290e-05	1.641080e-07	2	true	DILUPBiCGStab	2.415540e-04	9.200160e-12	3	true
809           	DILUPBiCGStab	9.685580e-06	8.135140e-13	3	5.311830e-05	4.353820e-12	3	false	DILUPBiCGStab	1.239990e-04	2.394010e-12	3	true	GAMG	1.083990e-04	2.012270e-07	2	true	DILUPBiCGStab	2.581460e-04	3.922790e-11	3	true
810           	DILUPBiCGStab	9.672160e-06	5.699060e-13	3	4.964200e-05	4.070730e-12	3	false	DILUPBiCGStab	1.103660e-04	2.518290e-12	3	true	GAMG	8.344420e-05	2.589790e-07	2	true	DILUPBiCGStab	2.259880e-04	9.265040e-12	3	true
811           	DILUPBiCGStab	7.873470e-06	8.489160e-13	3	4.739890e-05	4.184650e-12	3	false	DILUPBiCGStab	1.120990e-04	2.457990e-12	3	true	GAMG	7.949370e-05	2.396380e-07	2	true	DILUPBiCGStab	2.294690e-04	3.095900e-11	3	true
812           	DILUPBiCGStab	7.753710e-06	1.977800e-12	3	4.709920e-05	4.150630e-12	3	false	DILUPBiCGStab	1.084720e-04	2.423000e-12	3	true	GAMG	9.143360e-05	1.959610e-07	2	true	DILUPBiCGStab	2.359300e-04	9.192850e-12	3	true
813           	DILUPBiCGStab	8.989910e-06	3.076790e-11	3	5.127030e-05	4.121860e-12	3	false	DILUPBiCGStab	1.221610e-04	2.422520e-12	3	true	GAMG	9.352620e-05	1.967320e-07	2	true	DILUPBiCGStab	2.472570e-04	3.590420e-11	3	true
814           	DILUPBiCGStab	8.745340e-06	1.229000e-12	3	4.806070e-05	4.020140e-12	3	false	DILUPBiCGStab	1.222470e-04	2.326300e-12	3	true	GAMG	8.664940e-05	2.155170e-07	2	true	DILUPBiCGStab	2.291750e-04	9.191810e-12	3	true
815           	DILUPBiCGStab	8.343180e-06	9.557430e-13	3	4.650660e-05	4.008910e-12	3	false	DILUPBiCGStab	1.243970e-04	2.455990e-12	3	true	GAMG	7.932860e-05	1.722930e-07	2	true	DILUPBiCGStab	2.391720e-04	3.240330e-11	3	true
816           	DILUPBiCGStab	8.632580e-06	3.029340e-11	3	4.721470e-05	4.109670e-12	3	false	DILUPBiCGStab	1.127950e-04	2.314960e-12	3	true	GAMG	8.925570e-05	2.064960e-07	2	true	DILUPBiCGStab	2.403570e-04	9.104410e-12	3	true
817           	DILUPBiCGStab	9.172400e-06	6.064740e-12	3	5.038020e-05	4.101050e-12	3	false	DILUPBiCGStab	1.156140e-04	2.519190e-12	3	true	GAMG	9.841510e-05	1.983100e-07	2	true	DILUPBiCGStab	2.520620e-04	3.447840e-11	3	true
818           	DILUPBiCGStab	8.924430e-06	3.771490e-13	3	4.856400e-05	3.835980e-12	3	false	DILUPBiCGStab	1.101780e-04	2.239250e-12	3	true	GAMG	8.163080e-05	1.810640e-07	2	true	DILUPBiCGStab	2.275500e-04	9.157370e-12	3	true
819           	DILUPBiCGStab	7.978250e-06	7.744240e-13	3	4.601670e-05	3.849740e-12	3	false	DILUPBiCGStab	1.187920e-04	2.497850e-12	3	true	GAMG	7.504560e-05	1.825390e-07	2	true	DILUPBiCGStab	2.346950e-04	3.215450e-11	3	true
820           	DILUPBiCGStab	8.124180e-06	1.430880e-11	3	4.654030e-05	3.840280e-12	3	false	DILUPBiCGStab	1.149560e-04	2.209960e-12	3	true	GAMG	9.180540e-05	1.479330e-07	2	true	DILUPBiCGStab	2.400270e-04	9.064340e-12	3	true
821           	DILUPBiCGStab	9.398360e-06	5.893490e-12	3	5.164140e-05	3.895250e-12	3	false	DILUPBiCGStab	1.182300e-04	2.588010e-12	3	true	GAMG	9.864700e-05	2.024840e-07	2	true	DILUPBiCGStab	2.552570e-04	3.646940e-11	3	true
822           	DILUPBiCGStab	9.247040e-06	1.368400e-12	3	4.764090e-05	3.702770e-12	3	false	DILUPBiCGStab	1.081460e-04	2.255770e-12	3	true	GAMG	8.011630e-05	1.823410e-07	2	true	DILUPBiCGStab	2.266520e-04	9.140720e-12	3	true
823           	DILUPBiCGStab	7.728480e-06	4.851380e-13	3	4.563950e-05	3.534990e-12	3	false	DILUPBiCGStab	1.128590e-04	2.644430e-12	3	true	GAMG	7.623430e-05	2.056960e-07	2	true	DILUPBiCGStab	2.318430e-04	3.124140e-11	3	true
824           	DILUPBiCGStab	7.911300e-06	3.193170e-12	3	4.777870e-05	3.605900e-12	3	false	DILUPBiCGStab	1.130350e-04	2.205450e-12	3	true	GAMG	9.322370e-05	1.648780e-07	2	true	DILUPBiCGStab	2.388460e-04	9.087130e-12	3	true
825           	DILUPBiCGStab	9.361620e-06	6.976730e-13	3	5.215720e-05	3.568160e-12	3	false	DILUPBiCGStab	1.269440e-04	2.582130e-12	3	true	GAMG	1.013290e-04	2.153070e-07	2	true	DILUPBiCGStab	2.528200e-04	3.759630e-11	3	true
826           	DILUPBiCGStab	9.199790e-06	4.703930e-13	3	4.840090e-05	3.567430e-12	3	false	DILUPBiCGStab	1.211070e-04	2.216180e-12	3	true	GAMG	8.438970e-05	1.795820e-07	2	true	DILUPBiCGStab	2.259480e-04	9.162400e-12	3	true
827           	DILUPBiCGStab	7.976120e-06	5.477450e-13	3	4.688450e-05	3.470870e-12	3	false	DILUPBiCGStab	1.202220e-04	2.610860e-12	3	true	GAMG	8.174490e-05	1.848680e-07	2	true	DILUPBiCGStab	2.337780e-04	3.140170e-11	3	true
828           	DILUPBiCGStab	8.343230e-06	2.262120e-12	3	4.800850e-05	3.671440e-12	3	false	DILUPBiCGStab	1.087270e-04	2.285080e-12	3	true	GAMG	9.014670e-05	1.917240e-07	2	true	DILUPBiCGStab	2.416940e-04	9.108760e-12	3	true
829           	DILUPBiCGStab	9.339250e-06	2.476180e-12	3	5.240670e-05	3.456990e-12	3	false	DILUPBiCGStab	1.141570e-04	2.598040e-12	3	true	GAMG	9.538600e-05	2.513560e-07	2	true	DILUPBiCGStab	2.550840e-04	3.732310e-11	3	true
830           	DILUPBiCGStab	8.928040e-06	9.530430e-13	3	4.905320e-05	3.393120e-12	3	false	DILUPBiCGStab	1.113560e-04	2.258410e-12	3	true	GAMG	8.740050e-05	1.841590e-07	2	true	DILUPBiCGStab	2.251770e-04	9.223510e-12	3	true
831           	DILUPBiCGStab	7.902070e-06	2.654080e-12	3	4.735910e-05	3.262760e-12	3	false	DILUPBiCGStab	1.237140e-04	2.492040e-12	3	true	GAMG	8.327010e-05	1.535250e-07	2	true	DILUPBiCGStab	2.312160e-04	3.266070e-11	3	true
832           	DILUPBiCGStab	8.086400e-06	3.582720e-12	3	4.703540e-05	3.329930e-12	3	false	DILUPBiCGStab	1.234000e-04	2.256250e-12	3	true	GAMG	9.007240e-05	1.663510e-07	2	true	DILUPBiCGStab	2.402820e-04	9.149430e-12	3	true
833           	DILUPBiCGStab	9.595620e-06	4.788260e-12	3	5.282370e-05	3.321400e-12	3	false	DILUPBiCGStab	1.263220e-04	2.409280e-12	3	true	GAMG	1.013640e-04	1.559430e-07	2	true	DILUPBiCGStab	2.561490e-04	3.861010e-11	3	true
834           	DILUPBiCGStab	9.556880e-06	3.754800e-13	3	4.938860e-05	3.307760e-12	3	false	DILUPBiCGStab	1.118310e-04	2.293640e-12	3	true	GAMG	8.629900e-05	2.377370e-07	2	true	DILUPBiCGStab	2.272360e-04	9.237220e-12	3	true
835           	DILUPBiCGStab	7.890380e-06	7.684800e-13	3	4.708190e-05	3.641410e-12	3	false	DILUPBiCGStab	1.121010e-04	2.405150e-12	3	true	GAMG	8.387510e-05	2.071590e-07	2	true	DILUPBiCGStab	2.332330e-04	3.178910e-11	3	true
836           	DILUPBiCGStab	7.919750e-06	9.479970e-13	3	4.790240e-05	3.456270e-12	3	false	DILUPBiCGStab	1.066280e-04	2.286680e-12	3	true	GAMG	8.831290e-05	1.557910e-07	2	true	DILUPBiCGStab	2.395070e-04	9.203830e-12	3	true
837           	DILUPBiCGStab	9.210250e-06	8.925030e-12	3	5.211680e-05	3.976220e-12	3	false	DILUPBiCGStab	1.186180e-04	2.288880e-12	3	true	GAMG	9.402610e-05	1.768160e-07	2	true	DILUPBiCGStab	2.522720e-04	3.896400e-11	3	true
838           	DILUPBiCGStab	8.955360e-06	3.867460e-13	3	4.815320e-05	3.830800e-12	3	false	DILUPBiCGStab	1.150250e-04	2.260100e-12	3	true	GAMG	8.862490e-05	2.110760e-07	2	true	DILUPBiCGStab	2.256450e-04	9.277590e-12	3	true
839           	DILUPBiCGStab	7.998520e-06	4.543690e-13	3	4.723210e-05	3.669580e-12	3	false	DILUPBiCGStab	1.197750e-04	2.316970e-12	3	true	GAMG	8.520670e-05	1.449670e-07	2	true	DILUPBiCGStab	2.333840e-04	3.271390e-11	3	true
840           	DILUPBiCGStab	8.188790e-06	3.550270e-12	3	4.613980e-05	3.600310e-12	3	false	DILUPBiCGStab	1.101740e-04	2.294730e-12	3	true	GAMG	8.115860e-05	1.377910e-07	2	true	DILUPBiCGStab	2.411650e-04	9.179360e-12	3	true
841           	DILUPBiCGStab	9.328070e-06	6.272300e-13	3	5.097240e-05	3.907830e-12	3	false	DILUPBiCGStab	1.162070e-04	2.317970e-12	3	true	GAMG	9.219370e-05	1.603030e-07	2	true	DILUPBiCGStab	2.546280e-04	3.823410e-11	3	true
842           	DILUPBiCGStab	9.135220e-06	1.113360e-12	3	4.876080e-05	3.385070e-12	3	false	DILUPBiCGStab	1.126820e-04	2.207160e-12	3	true	GAMG	8.279950e-05	1.437380e-07	2	true	DILUPBiCGStab	2.238970e-04	9.274770e-12	3	true
843           	DILUPBiCGStab	7.785750e-06	4.354680e-13	3	4.659830e-05	3.370030e-12	3	false	DILUPBiCGStab	1.222410e-04	2.262010e-12	3	true	GAMG	8.021490e-05	2.151930e-07	2	true	DILUPBiCGStab	2.291850e-04	3.185240e-11	3	true
844           	DILUPBiCGStab	8.034370e-06	1.059840e-12	3	4.657830e-05	3.234170e-12	3	false	DILUPBiCGStab	1.188850e-04	2.190640e-12	3	true	GAMG	9.228330e-05	1.719700e-07	2	true	DILUPBiCGStab	2.390990e-04	9.182580e-12	3	true
845           	DILUPBiCGStab	9.285270e-06	3.798450e-13	3	5.176380e-05	3.252590e-12	3	false	DILUPBiCGStab	1.211910e-04	2.286620e-12	3	true	GAMG	1.011400e-04	1.834330e-07	2	true	DILUPBiCGStab	2.528320e-04	3.651700e-11	3	true
846           	DILUPBiCGStab	9.300930e-06	2.777530e-12	3	4.901610e-05	3.230050e-12	3	false	DILUPBiCGStab	1.107780e-04	2.203930e-12	3	true	GAMG	8.745980e-05	2.424010e-07	2	true	DILUPBiCGStab	2.290040e-04	9.228950e-12	3	true
847           	DILUPBiCGStab	8.110500e-06	5.195230e-13	3	4.636580e-05	3.112150e-12	3	false	DILUPBiCGStab	1.152830e-04	2.328910e-12	3	true	GAMG	8.034740e-05	2.210970e-07	2	true	DILUPBiCGStab	2.363160e-04	3.217120e-11	3	true
848           	DILUPBiCGStab	8.093600e-06	7.136280e-13	3	4.745040e-05	3.033660e-12	3	false	DILUPBiCGStab	1.132090e-04	2.171080e-12	3	true	GAMG	8.963180e-05	1.811780e-07	2	true	DILUPBiCGStab	2.396080e-04	9.161160e-12	3	true
849           	DILUPBiCGStab	9.431510e-06	9.707030e-13	3	5.209420e-05	2.902980e-12	3	false	DILUPBiCGStab	1.260830e-04	2.276950e-12	3	true	GAMG	9.898020e-05	1.844250e-07	2	true	DILUPBiCGStab	2.538030e-04	3.772780e-11	3	true
850           	DILUPBiCGStab	9.242280e-06	3.643890e-13	3	4.888320e-05	2.894530e-12	3	false	DILUPBiCGStab	1.228950e-04	2.138750e-12	3	true	GAMG	8.904000e-05	1.922610e-07	2	true	DILUPBiCGStab	2.261440e-04	9.225150e-12	3	true
851           	DILUPBiCGStab	8.074630e-06	1.062300e-12	3	4.790620e-05	2.799050e-12	3	false	DILUPBiCGStab	1.225010e-04	2.273150e-12	3	true	GAMG	8.639110e-05	1.611170e-07	2	true	DILUPBiCGStab	2.338710e-04	3.177960e-11	3	true
852           	DILUPBiCGStab	8.428670e-06	4.162740e-13	3	4.850480e-05	3.040180e-12	3	false	DILUPBiCGStab	1.098360e-04	2.185450e-12	3	true	GAMG	8.908950e-05	2.094070e-07	2	true	DILUPBiCGStab	2.422190e-04	9.130580e-12	3	true
853           	DILUPBiCGStab	9.385220e-06	1.028640e-12	3	5.224320e-05	3.485540e-12	3	false	DILUPBiCGStab	1.141620e-04	2.323180e-12	3	true	GAMG	9.843460e-05	1.953170e-07	2	true	DILUPBiCGStab	2.556960e-04	3.727810e-11	3	true
854           	DILUPBiCGStab	9.000110e-06	9.239220e-12	3	4.863980e-05	3.053680e-12	3	false	DILUPBiCGStab	1.106990e-04	2.182370e-12	3	true	GAMG	8.306000e-05	1.857310e-07	2	true	DILUPBiCGStab	2.262520e-04	9.215060e-12	3	true
855           	DILUPBiCGStab	7.879850e-06	1.968700e-12	3	4.644340e-05	3.352320e-12	3	false	DILUPBiCGStab	1.197560e-04	2.262530e-12	3	true	GAMG	7.870670e-05	1.937410e-07	2	true	DILUPBiCGStab	2.324610e-04	3.246380e-11	3	true
856           	DILUPBiCGStab	7.998490e-06	3.631160e-13	3	4.689360e-05	3.255920e-12	3	false	DILUPBiCGStab	1.149900e-04	2.163200e-12	3	true	GAMG	8.941190e-05	1.201160e-07	2	true	DILUPBiCGStab	2.401270e-04	9.128000e-12	3	true
857           	DILUPBiCGStab	9.537640e-06	6.278260e-13	3	5.235580e-05	3.360410e-12	3	false	DILUPBiCGStab	1.222570e-04	2.258240e-12	3	true	GAMG	9.988550e-05	1.662790e-07	2	true	DILUPBiCGStab	2.550510e-04	3.823200e-11	3	true
858           	DILUPBiCGStab	9.317480e-06	6.740510e-12	3	4.756140e-05	3.000290e-12	3	false	DILUPBiCGStab	1.100430e-04	2.169480e-12	3	true	GAMG	8.057420e-05	1.905720e-07	2	true	DILUPBiCGStab	2.252050e-04	9.207520e-12	3	true
859           	DILUPBiCGStab	7.757870e-06	7.491630e-13	3	4.566200e-05	3.073190e-12	3	false	DILUPBiCGStab	1.123400e-04	2.295820e-12	3	true	GAMG	7.916460e-05	1.600110e-07	2	true	DILUPBiCGStab	2.297500e-04	3.114170e-11	3	true
860           	DILUPBiCGStab	7.918670e-06	1.123030e-12	3	4.663040e-05	3.244810e-12	3	false	DILUPBiCGStab	1.095220e-04	2.116850e-12	3	true	GAMG	9.032930e-05	1.672720e-07	2	true	DILUPBiCGStab	2.376560e-04	9.148270e-12	3	true
861           	DILUPBiCGStab	9.112210e-06	3.428340e-13	3	5.053400e-05	3.128180e-12	3	false	DILUPBiCGStab	1.205710e-04	2.260410e-12	3	true	GAMG	9.601290e-05	1.902340e-07	2	true	DILUPBiCGStab	2.501390e-04	3.662270e-11	3	true
862           	DILUPBiCGStab	8.981470e-06	7.916480e-12	3	4.620830e-05	3.393520e-12	3	false	DILUPBiCGStab	1.176480e-04	2.089020e-12	3	true	GAMG	8.157630e-05	1.599160e-07	2	true	DILUPBiCGStab	2.279120e-04	9.200000e-12	3	true
863           	DILUPBiCGStab	8.110370e-06	1.229040e-12	3	4.427070e-05	3.126210e-12	3	false	DILUPBiCGStab	1.193010e-04	2.353680e-12	3	true	GAMG	7.490710e-05	1.604210e-07	2	true	DILUPBiCGStab	2.366700e-04	3.196650e-11	3	true
864           	DILUPBiCGStab	8.412960e-06	7.901470e-13	3	4.659620e-05	3.682270e-12	3	false	DILUPBiCGStab	1.096750e-04	2.128750e-12	3	true	GAMG	9.285730e-05	1.480140e-07	2	true	DILUPBiCGStab	2.412920e-04	9.125630e-12	3	true
865           	DILUPBiCGStab	9.353520e-06	3.934990e-13	3	5.085970e-05	3.492390e-12	3	false	DILUPBiCGStab	1.147690e-04	2.358400e-12	3	true	GAMG	1.009700e-04	2.360810e-07	2	true	DILUPBiCGStab	2.544350e-04	3.641040e-11	3	true
866           	DILUPBiCGStab	9.075920e-06	5.288700e-13	3	4.867040e-05	3.677600e-12	3	false	DILUPBiCGStab	1.110860e-04	2.071260e-12	3	true	GAMG	8.199700e-05	1.709670e-07	2	true	DILUPBiCGStab	2.244550e-04	9.226980e-12	3	true
867           	DILUPBiCGStab	7.832710e-06	1.803560e-11	3	4.725480e-05	3.214470e-12	3	false	DILUPBiCGStab	1.218580e-04	2.314100e-12	3	true	GAMG	7.791670e-05	1.862500e-07	2	true	DILUPBiCGStab	2.303840e-04	3.230670e-11	3	true
